state_id,county,fips_code,policy_level,date,policy_type,start_stop,comments,source,total_phases,geocoded_state
MD,,,state,2020/09/21,Outdoor and Recreation,start,"Policy_Details: Subject to local regulation, outdoor recreational facilities may open to the general public. Indoor recreational facilities may open to the general public if they do not exceed 50% of max capacity.   Source information: https://governor.maryland.gov/wp-content/uploads/2020/09/Gatherings-13th-AMENDED-9.18.20.pdf",sip_submission_form: https://governor.maryland.gov/wp-content/uploads/2020/09/Gatherings-13th-AMENDED-9.18.20.pdf,,POINT (-76.687282 38.946466)
MN,,,state,2020/03/26,Food and Drink,start,"Policy_Details: delivery and take-out only  Phase Level: Shelter in Place, Phase Details Source information: https://mn.gov/covid19/for-minnesotans/stay-safe-mn/stay-safe-plan.jsp",sip_submission_form: https://mn.gov/covid19/for-minnesotans/stay-safe-mn/stay-safe-plan.jsp,4,POINT (-94.198308 46.349153)
MN,,,state,2020/06/10,Phase 3,start,"Policy_Details: More loosening of restrictions. Outdoor gatherings of 25, indoor of 10 allowed.    Source information: https://mn.gov/governor/assets/EO%2020-74%20Final_tcm1055-437539.pdf",sip_submission_form: https://mn.gov/governor/assets/EO%2020-74%20Final_tcm1055-437539.pdf,,POINT (-94.198308 46.349153)
UT,Kane,49025,county,2020/11/24,Non-Essential Businesses,start,"Policy_Details: - Social gatherings of 10 or fewer are permitted.
- Masks required
- Require 6’ of distancing between household groups
- Post signage listing COVID-19 symptoms, asking employees and customers with symptoms to stay home, and encouraging physical distancing
- Clean and disinfect restrooms
   Source information: https://coronavirus.utah.gov/utah-health-guidance-levels/",sip_submission_form: https://coronavirus.utah.gov/utah-health-guidance-levels/,3,POINT (-111.678222 39.323779)
GA,Fulton,13121,county,2020/04/01,Manufacturing,start,Policy_Details: Source provides information on both the Fulton County stay at home order that started on April 1 and the Georgia stay at home order. Both are now expired. Fulton county is aligned with Georgia for reopening.   Source information: https://www.fultoncountyga.gov/covid-19,sip_submission_form: https://www.fultoncountyga.gov/covid-19,,POINT (-83.426574 32.638481)
ID,Bear Lake,16007,county,2020/06/13,Entertainment,start,Policy_Details: Measures in place to maintain six feet physical distance among patrons and staff. Signage recommending symptomatic people do not enter. Ventilation if possible. Disinfect common surfaces.  Prohibit self serve food items. Monitor employee health.   Source information: https://rebound.idaho.gov/wp-content/uploads/stage3-protocols-indoor-movie-theatres.pdf,sip_submission_form: https://rebound.idaho.gov/wp-content/uploads/stage3-protocols-indoor-movie-theatres.pdf,4,POINT (-114.659366 44.389073)
WV,,,state,2020/06/22,Graduation Ceremony guidelines,start,"Policy_Details: In person graduation ceremonies can begin as early as June 22, 2020
In person graduations must be held at outdoor venues and must be adequately structured for social distancing 
6 ft of social distancing is required and face masks/coverings are strongly encouraged Phase Level: 2, Phase Details Source information: https://governor.wv.gov/News/press-releases/2020/Pages/COVID-19-UPDATE-Gov.-Justice-announces-nursing-home-visitation,-graduation-ceremonies-to-be-allowed-with-limitations.aspx","sip_submission_form: https://governor.wv.gov/News/press-releases/2020/Pages/COVID-19-UPDATE-Gov.-Justice-announces-nursing-home-visitation,-graduation-ceremonies-to-be-allowed-with-limitations.aspx",,POINT (-80.613729 38.642579)
PA,Bucks County,42017,county,2020/03/23,Shelter in Place,start,Bucks County Policy Start,wikidata,,POINT (-77.838886 40.896694)
IN,,,state,2020/03/30,Allow Expand Medicaid Telehealth Coverage,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,,POINT (-86.2818 39.919991)
MO,,,state,2020/03/23,Allow Expand Medicaid Telehealth Coverage,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,,POINT (-92.477244 38.3675)
MS,Madison,28089,county,2020/07/13,Outdoor and Recreation,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
Gatherings limited to 10 indoors (with social distancing of 6 feet, or with face coverings required when 6 feet is not possible) and 20 outdoors (with social distancing 6 feet, or with face coverings required when 6 ft is not possible).  
Face Coverings required both indoors and outdoors when 6 ft distance not possible when attending public events such as outdoor sports complexes and arenas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,,POINT (-89.65344 32.713378)
UT,Morgan,49029,county,2020/11/24,Outdoor and Recreation,start,"Policy_Details: - Masks required
- 6’ between parties at all times, can apply for exceptions but will rarely be granted
   Source information: https://coronavirus.utah.gov/utah-health-guidance-levels/",sip_submission_form: https://coronavirus.utah.gov/utah-health-guidance-levels/,3,POINT (-111.678222 39.323779)
OH,,,state,2020/07/30,Gatherings,start,Policy_Details: mass gatherings remain limited to 10 people    Source information: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-30-20,sip_submission_form: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-30-20,,POINT (-82.70936 40.415534)
NH,Cheshire,33005,county,2020/06/15,Food and Drink,start,"Policy_Details: restaurants open for indoor seated dining at 100% occupancy capacity (6 ft between tables, 6 guests/table)    Source information: https://www.governor.nh.gov/sites/g/files/ehbemt336/files/files/inline-documents/emergency-order-52-b_0.pdf",sip_submission_form: https://www.governor.nh.gov/sites/g/files/ehbemt336/files/files/inline-documents/emergency-order-52-b_0.pdf,,POINT (-71.57139 43.680429)
AR,,,state,2020/05/11,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,,POINT (-92.439162 34.899825)
AK,,,state,2020/05/22,museums,start,"Policy_Details: All businesses open. 
 Phase Level: 3, Phase Details Source information: https://covid19.alaska.gov/wp-content/uploads/2020/05/05192020-Alaskas-Plan-Forward-Final.pdf",sip_submission_form: https://covid19.alaska.gov/wp-content/uploads/2020/05/05192020-Alaskas-Plan-Forward-Final.pdf,,POINT (-151.631889 63.631126)
MA,,,state,2020/08/01,Travel,start,"Policy_Details: all visitors and returning residents must quarantine for 14 days unless coming from low-risk states (NY, NJ, CT, ME, RI, VT, NH, HI) and/or testing negative no more than 72 hours before arrival; states may be added or removed from the list of low-risk states at any time based on evolving data; individuals passing through the state, commuting across state lines for work, traveling to MA for medical treatment, complying with military orders, and/or traveling to work in federally designated critical infrastructure sectors (i.e. essential services) are exempt; failure to comply may result in a $500 fine for each day of non-compliance    Source information: https://www.mass.gov/doc/july-24-2020-travel-order-pdf/download",sip_submission_form: https://www.mass.gov/doc/july-24-2020-travel-order-pdf/download,4,POINT (-71.481104 42.151077)
IL,Rock Island,17161,county,2021/01/15,Outdoor and Recreation,start,Policy_Details: - All outdoor recreation allowed   Source information: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,sip_submission_form: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,5,POINT (-89.148632 40.124144)
ME,Knox,23013,county,2020/07/08,Mask Requirement,start,"Policy_Details: face coverings mandatory in retail stores over 50,000 sq. ft., eating establishments, bars, tasting rooms, and lodging accommodations   Source information: https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20Strengthening%20the%20Use%20of%20Face%20Coverings.pdf",sip_submission_form: https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20Strengthening%20the%20Use%20of%20Face%20Coverings.pdf,,POINT (-69.06137 45.117911)
ID,Bingham,16011,county,2020/10/27,Mask Requirement,start,"Policy_Details: Masks required in a public setting, especially when physical distancing is not possible.   Source information: https://coronavirus.idaho.gov/wp-content/uploads/2020/10/stay-healthy-order-stage3_2020oct27.pdf",sip_submission_form: https://coronavirus.idaho.gov/wp-content/uploads/2020/10/stay-healthy-order-stage3_2020oct27.pdf,4,POINT (-114.659366 44.389073)
MS,Attala,28007,county,2020/12/11,Mask Requirement,start,Policy_Details: Masks must be worn indoors in public places when a distance of six feet cannot be maintained between groups from different households.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1536.pdf,sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1536.pdf,,POINT (-89.65344 32.713378)
UT,Emery,49015,county,2020/11/24,Mask Requirement,start,Policy_Details: Masks required   Source information: https://coronavirus.utah.gov/utah-health-guidance-levels/,sip_submission_form: https://coronavirus.utah.gov/utah-health-guidance-levels/,3,POINT (-111.678222 39.323779)
UT,Salt Lake,49035,county,2020/11/24,Entertainment,start,"Policy_Details: - Social gatherings of 10 or fewer are permitted.
- Masks required
- Require 6’ of distancing between household groups
- Post signage listing COVID-19 symptoms, asking employees and customers with symptoms to stay home, and encouraging physical distancing
- Clean and disinfect restrooms
   Source information: https://coronavirus.utah.gov/utah-health-guidance-levels/",sip_submission_form: https://coronavirus.utah.gov/utah-health-guidance-levels/,3,POINT (-111.678222 39.323779)
TX,Hansford,48195,county,2020/07/03,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and","sip_submission_form: https://tdem.texas.gov/ga29/, and",,POINT (-99.317341 31.447238)
ME,Waldo,23027,county,2020/05/18,Food and Drink,start,"Policy_Details: Rural Reopening : restaurants open for indoor & outdoor dining Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",sip_submission_form: https://www.maine.gov/covid19/restartingmaine,3,POINT (-69.06137 45.117911)
IL,Alexander,17003,county,2021/01/15,Non-Essential Businesses,start,"Policy_Details: - All employees return to work with IDPH approved safety guidance; Employers are encouraged to provide accommodations for COVID-19-vulnerable employees.
- Retail: Open with capacity limits and IDPH approved safety guidance
- All barbershops, salons, spas and health and fitness clubs open with capacity limits and IDPH approved safety guidance   Source information: https://coronavirus.illinois.gov/s/restore-illinois-phase-4",sip_submission_form: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,5,POINT (-89.148632 40.124144)
UT,Duchesne,49013,county,2020/11/24,Entertainment,start,"Policy_Details: - Social gatherings of 10 or fewer are permitted.
- Masks required
- Require 6’ of distancing between household groups
- Post signage listing COVID-19 symptoms, asking employees and customers with symptoms to stay home, and encouraging physical distancing
- Clean and disinfect restrooms
   Source information: https://coronavirus.utah.gov/utah-health-guidance-levels/",sip_submission_form: https://coronavirus.utah.gov/utah-health-guidance-levels/,3,POINT (-111.678222 39.323779)
